ID,Name,Birth,Sex,Idsocial
18170001,Thien Nhan,28/7/2000,Nam,3448721
18170002,Ha Nhan,14/9/2000,Nu ,1575595
18170003,Nga Tai,31/3/2000,Nam,5442340
18170004,Ton Thu,4/12/2000,Nam,9488543
18170005,Thanh Nhan,27/1/2000,Nam,1259558
18170006,Ton Linh,7/7/2000,Nu ,4707212
18170007,Nguyen Khang,2/1/2000,Nam,8356576
18170008,Khanh Dien,20/9/2000,Nam,2289427
18170009,Tau Ran,14/4/2000,Nam,9032890
18170010,Thien Nguyen,12/9/2000,Nu ,1242392
18170011,Thong Sanh,3/1/2000,Nam,4320507
18170012,Sinh Nhut,17/5/2000,Nam,9971980
18170013,Khang Khang,9/5/2000,Nam,7170643
18170014,Huy ha,15/10/2000,Nu ,6052401
18170015,Hung Phuc,5/9/2000,Nam,6720243
18170016,le Cao,18/5/2000,Nam,2373036
18170017,Le Hoang,27/9/2000,Nam,5708661
18170018,Ling Trong,27/12/2000,Nu ,9800289
18170019,Sa Thi Man,18/1/2000,Nam,3541151
18170020,Xuat Son,12/2/2000,Nam,2831333
18170021,But Linh,29/11/2000,Nam,3506861
18170022,Quy Khu,14/9/2000,Nu ,1875228
18170023,Khap Huyet,2/5/2000,Nam,9593298
18170024,Van May,24/6/2000,Nam,9904386
18170025,Ta Truc,24/3/2000,Nam,1380010
18170026,Han Thien,23/5/2000,Nu ,3696934
18170027,Sa Tuoc,29/12/2000,Nam,6888558
18170028,Khiem Phuc,25/7/2000,Nam,9112563
18170029,Khoi Thu,18/2/2000,Nam,7263460
18170030,Van Da,1/7/2000,Nu ,8173786
