No,ID,Name,Birth,Sex,Idsocial
1,19120250,Tran Ngoc Anh Thu,27/7/2000,Nam,7790911
2,19120251,Nguyen Thi Cam Tien,2/6/2000,Nam,1950289
3,19120252,Tran Thuy Tien,14/3/2000,Nu,1772829
4,19120253,Tran Que Tram,30/11/2000,Nam,1276710
5,19120254,Nguyen Thi Tuyet Tran,3/6/2000,Nam,6712140
6,19120255,Bui Thi Le Trang,22/8/2000,Nu,3025703
7,19120256,Pham Thi Phuong Trang,11/6/2000,Nam,5564892
8,19120257,Pham Doan Minh Tri,7/2/2000,Nam,9627640
9,19120258,Le Pham Minh Triet,21/1/2000,Nu,8370511
10,19120259,Kieu Phuong Tu,2/3/2000,Nam,9224046
11,19120260,Dang Hoang Minh Tuan,4/3/2000,Nam,5809439
12,19120261,Nguyen Quoc Tuan,14/3/2000,Nu,3607677
13,19120262,Nguyen Ngoc Khanh Tuong,3/8/2000,Nam,8992320
14,19120263,Thai Thi Huynh Tuyen,7/4/2000,Nam,2750422
15,19120264,Lam My Uyen,18/5/2000,Nu,2379759
16,19120265,Ngo Thi Uyen,13/12/2000,Nam,7871205
17,19120266,Le Khanh Vinh,4/11/2000,Nam,7430609
18,19120267,Thai Minh Vu,2/1/2000,Nu,9089195
19,19120268,Doan Trieu Vy,5/12/2000,Nam,5410090
20,19120269,Huynh Thuy Vy,9/10/2000,Nam,6178796
21,19120270,Le Yen Vy,19/7/2000,Nu,1052443
22,19120271,Luong Cam Vy,18/6/2000,Nam,2652547
23,19120272,Nguyen Pham Tuong Vy,24/6/2000,Nam,7262739
24,19120273,Nguyen Pham Tuong Vy,2/1/2000,Nu,7510026
25,19120274,Pham Ngoc Thuy Vy,26/3/2000,Nam,3537269
26,19120275,Tran Thanh Vy,9/10/2000,Nam,4055975
27,19120276,Hua Kim Yen,24/8/2000,Nu,7060410
28,19120277,Nguyen Quynh Anh,25/12/2000,Nam,1169885
29,19120278,Nguyen Thi Kim Anh,9/9/2000,Nam,3008957
30,19120279,Mai Duc Canh,17/6/2000,Nu,8503925
