STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,18150020,Nguyen Tien Dat,18SHH1,6,5,10,5.8
2,18150022,Tran Nguyen Thanh Dat,18SHH1,5,5,9,5.4
3,18150024,Tran Nguyen Minh Dong,18SHH1,8,9,9,8.7
4,18150026,Ho Thi Kim Dung,18SHH1,5,8,9,7.2
5,18150028,Le Thi Thuy Duong,18SHH1,5,9,6,7.5
6,18150030,Mai Quoc Duy,18SHH1,9,9,9,9
7,18150032,Nguyen Thi Hong Gam,18SHH1,10,5,6,6.6
8,18150034,Nguyen Quynh Giang,18SHH1,10,5,7,6.7
9,18150036,Nguyen Thi Thu Ha,18SHH1,6,5,5,5.3
10,18150038,Tran My Han,18SHH1,10,9,10,9.4
11,18150040,Le Ngoc Thanh Hien,18SHH1,5,5,10,5.5
12,18150042,Le Viet Hien,18SHH1,9,8,8,8.3
13,18150044,Vo Minh Hieu,18SHH1,8,9,6,8.4
14,18150046,Phan My Hue,18SHH1,9,6,9,7.2
15,18150048,Nguyen Thi Kim Huong,18SHH1,10,7,5,7.7
16,18150050,Nguyen Le Hoang Huy,18SHH1,8,8,9,8.1
17,18150052,Tang Giac Huy,18SHH1,10,9,9,9.3
18,18150054,Dao Thi Huyen,18SHH1,7,10,7,8.8
19,18150056,Huynh Tan Thanh Kha,18SHH1,6,7,9,6.9
20,18150058,Tran Van Khai,18SHH1,7,5,10,6.1
21,18150060,Truong Vi Khang,18SHH1,6,7,10,7
22,18150062,Dang Dang Khoa,18SHH1,9,6,7,7
23,18150064,Nguyen Tran Nhac Khoa,18SHH1,9,8,10,8.5
24,18150066,Ho Le Minh Khue,18SHH1,8,8,6,7.8
25,18150068,Pham Thi Thuy Kieu,18SHH1,5,5,10,5.5
26,18150070,Pham Tran Thien Kim,18SHH1,10,5,9,6.9
27,18150072,Le Vinh Lam,18SHH1,10,9,8,9.2
28,18150074,Nguy Ngoc Hoang Lan,18SHH1,6,5,10,5.8
29,18150076,Dang Thi Yen Linh,18SHH1,10,9,8,9.2
30,18150078,Nguyen Doan Nhu Linh,18SHH1,10,8,6,8.4
31,18170001,Thien Nhan,18HOH1,6,7,5,6.5
32,18170002,Ha Nhan,18HOH1,10,7,9,8.1
33,18170003,Nga Tai,18HOH1,5,7,7,6.4
34,18170004,Ton Thu,18HOH1,9,9,9,9
35,18170005,Thanh Nhan,18HOH1,9,7,9,7.8
36,18170006,Ton Linh,18HOH1,8,5,10,6.4
37,18170007,Nguyen Khang,18HOH1,8,6,6,6.6
38,18170008,Khanh Dien,18HOH1,7,7,6,6.9
39,18170009,Tau Ran,18HOH1,9,8,8,8.3
40,18170010,Thien Nguyen,18HOH1,5,7,10,6.7
41,18170011,Thong Sanh,18HOH1,7,10,9,9
42,18170012,Sinh Nhut,18HOH1,9,8,8,8.3
43,18170013,Khang Khang,18HOH1,5,5,9,5.4
44,18170014,Huy ha,18HOH1,6,5,5,5.3
45,18170015,Hung Phuc,18HOH1,5,7,10,6.7
46,18170016,le Cao,18HOH1,7,9,6,8.1
47,18170017,Le Hoang,18HOH1,10,10,9,9.9
48,18170018,Ling Trong,18HOH1,6,5,5,5.3
49,18170019,Sa Thi Man,18HOH1,8,10,7,9.1
50,18170020,Xuat Son,18HOH1,10,9,6,9
51,18170021,But Linh,18HOH1,9,7,8,7.7
52,18170022,Quy Khu,18HOH1,9,10,8,9.5
53,18170023,Khap Huyet,18HOH1,8,9,6,8.4
54,18170024,Van May,18HOH1,8,9,6,8.4
55,18170025,Ta Truc,18HOH1,9,9,5,8.6
56,18170026,Han Thien,18HOH1,7,9,7,8.2
57,18170027,Sa Tuoc,18HOH1,7,9,7,8.2
58,18170028,Khiem Phuc,18HOH1,9,5,8,6.5
59,18170029,Khoi Thu,18HOH1,6,5,7,5.5
60,18170030,Van Da,18HOH1,8,5,6,6
61,19120057,Dinh Hoai Phuc,19CTT1,6,8,6,7.2
62,19120059,Nguyen Hanh Phuc,19CTT1,9,8,8,8.3
63,19120061,Nguyen Kim Phuc,19CTT1,9,10,9,9.6
64,19120063,Nguyen Vuong Hoang Phuc,19CTT1,5,7,8,6.5
65,19120065,Vo Nguyen Huu Phuoc,19CTT1,7,7,6,6.9
66,19120067,Cao Xuan Hong Phuong,19CTT1,8,6,7,6.7
67,19120069,Dang Thi Hoang Phuong,19CTT1,5,7,10,6.7
68,19120071,Nguyen Hoang Phuong,19CTT1,8,10,5,8.9
69,19120073,Nguyen Nam Phuong,19CTT1,6,9,5,7.7
70,19120075,Tran Thi Thu Phuong,19CTT1,5,10,6,8.1
71,19120077,Bui Dinh Minh Quan,19CTT1,6,10,6,8.4
72,19120079,Nguyen Hoang Quan,19CTT1,7,5,5,5.6
73,19120081,Nguyen Minh Quan,19CTT1,7,5,7,5.8
74,19120083,Tran Quan,19CTT1,6,6,10,6.4
75,19120085,Vo Minh Quan,19CTT1,8,9,6,8.4
76,19120087,Huynh Nhat Quang,19CTT1,10,7,6,7.8
77,19120089,Vo Phan Thi To Quyen,19CTT1,9,7,10,7.9
78,19120091,Ho Thi Nhu Quynh,19CTT1,6,6,8,6.2
79,19120093,Bui Huynh Phuoc Sang,19CTT1,10,5,9,6.9
80,19120095,Tran Ngoc Son,19CTT1,5,10,8,8.3
81,19120097,Tran Thanh Tam,19CTT1,6,8,8,7.4
82,19120099,Nguyen Le Thanh Thang,19CTT1,10,7,5,7.7
83,19120101,Nguyen Tuan Thanh,19CTT1,8,10,5,8.9
84,19120103,Nguyen Ngoc Thanh Thao,19CTT1,7,9,6,8.1
85,19120105,Dang Ngoc Thi,19CTT1,9,6,8,7.1
86,19120107,Ngo Ngoc Linh Thi,19CTT1,7,9,7,8.2
87,19120109,Nguyen Thi Cam Thi,19CTT1,5,7,10,6.7
88,19120111,Tran Duc Thien,19CTT1,9,5,5,6.2
89,19120113,Tran Minh Thien,19CTT1,6,6,10,6.4
90,19120115,Lai Thi Anh Thu,19CTT1,7,7,8,7.1
91,19120250,Tran Ngoc Anh Thu,19CTT2,5,7,9,6.6
92,19120251,Nguyen Thi Cam Tien,19CTT2,9,7,7,7.6
93,19120252,Tran Thuy Tien,19CTT2,8,9,8,8.6
94,19120253,Tran Que Tram,19CTT2,9,8,10,8.5
95,19120254,Nguyen Thi Tuyet Tran,19CTT2,6,5,5,5.3
96,19120255,Bui Thi Le Trang,19CTT2,7,5,5,5.6
97,19120256,Pham Thi Phuong Trang,19CTT2,6,6,7,6.1
98,19120257,Pham Doan Minh Tri,19CTT2,7,5,10,6.1
99,19120258,Le Pham Minh Triet,19CTT2,7,9,8,8.3
100,19120259,Kieu Phuong Tu,19CTT2,10,7,7,7.9
101,19120260,Dang Hoang Minh Tuan,19CTT2,10,5,8,6.8
102,19120261,Nguyen Quoc Tuan,19CTT2,9,6,7,7
103,19120262,Nguyen Ngoc Khanh Tuong,19CTT2,10,5,8,6.8
