STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,19110001,Nguyen Thi Thu Trang,19TTH1,9.5,7.4,5,7.79
2,19110002,Le Tran Thanh Truc,19TTH1,9.6,5.4,7.9,6.91
3,19110003,Bui Trinh Trung,19TTH1,5.1,8.8,5.4,7.35
4,19110004,Tran Anh Tuan,19TTH1,5,2.7,4.3,3.55
5,19110005,Ho Ngoc Tuyen,19TTH1,7.2,4.2,4.7,5.15
6,19110006,Nguyen Phuong Uyen,19TTH1,4.3,5.7,4.2,5.13
7,19110007,Nguyen Vo Thao Vy,19TTH1,9.2,4.4,6.7,6.07
8,19110008,Phan Tran Nhat Vy,19TTH1,4.3,6.3,6,5.67
9,19110009,Nguyen Ngoc Xuyen,19TTH1,3,5.7,6.4,4.96
10,19110010,Luu Huu Phuoc,19TTH1,5.8,5.6,3.8,5.48
11,19110011,Le Quoc An,19TTH1,9.8,5.2,1.5,6.21
12,19110012,Nguyen Tran Thien An,19TTH1,2.8,5.5,9.9,5.13
13,19110013,Tran Vu Hong An,19TTH1,8.1,6.3,6.2,6.83
14,19110014,Bui Thi Ngoc Anh,19TTH1,4,9.7,5.3,7.55
15,19110015,Huynh Ngoc Que Anh,19TTH1,2.9,4.5,4.9,4.06
16,19110016,Nguyen Phuc Tai Anh,19TTH1,8.8,4.4,7.9,6.07
17,19110017,Nguyen Quynh Anh,19TTH1,3.2,4.3,2.4,3.78
18,19110018,Pham Thi Duy Anh,19TTH1,5,2,1.6,2.86
19,19110019,Pham Thi Phuong Anh,19TTH1,2.5,1.1,9.1,2.32
20,19110020,Pham Thi Trang Anh,19TTH1,1.6,3.9,7,3.52
21,19110021,Tran Do Van Anh,19TTH1,1.5,7.2,7.7,5.54
22,19110022,Tran Thi Van Anh,19TTH1,1.2,4.9,7.8,4.08
23,19110023,Vo Tung Anh,19TTH1,10,1.4,7,4.54
24,19110024,Vu Thi Tu Anh,19TTH1,8.1,3.2,8.7,5.22
25,19110025,Do Thi Ngoc Anh,19TTH1,4.3,8,5,6.59
26,19110026,Nguyen Thai Bao,19TTH1,8.9,4,7.5,5.82
27,19110027,Tran Duc Hoang Bao,19TTH1,2.5,6.5,5.7,5.22
28,19110028,Le Thi Thanh Binh,19TTH1,1.5,5.3,8.5,4.48
29,19110029,Nguyen Ngoc Thanh Binh,19TTH1,7.6,8.3,2.4,7.5
30,19110030,Pham Nhu Binh,19TTH1,7.7,3.4,2.1,4.56
