STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,17110001,Tam Hoan,17TTH1,2.8,4.8,6.4,4.36
2,17110002,Hoang Kieu Huy,17TTH1,4.8,6.5,9.3,6.27
3,17110003,Cao Thanh Huy,17TTH1,3.9,8.4,4.8,6.69
4,17110004,Nguyen Linh,17TTH1,4.3,7,8.3,6.32
5,17110005,Huynh Thuy Mi,17TTH1,3.4,2.1,2.9,2.57
6,17110006,Phan  My,17TTH1,4.6,2.7,7.1,3.71
7,17110007, Tu Nhi,17TTH1,1.7,6,4.5,4.56
8,17110008,Th?ch Gia Quyen,17TTH1,3.6,7.2,9.9,6.39
9,17110009, Han Ry,17TTH1,5.6,4.7,2.6,4.76
10,17110010,Nguy?n Le Anh Th?,17TTH1,1.2,3.8,7.6,3.4
11,17110011,Thuy Tram,17TTH1,2.7,1.3,2,1.79
12,17110012,Trinh Quoc Cuong,17TTH1,5.5,7.5,6.8,6.83
13,17110013, Cao Anh Tu,17TTH1,3.4,4.7,1.4,3.98
14,17110014,Phuong Uyen,17TTH1,7.3,1.2,4.3,3.34
15,17110015,Linh An,17TTH1,9.1,3.4,7.6,5.53
16,17110016,Thuy Dung,17TTH1,1.3,3.8,4.5,3.12
17,17110017,Tung Bach,17TTH1,2,4,1.4,3.14
18,17110018,Le Minh Thu,17TTH1,9.5,3.1,1.2,4.83
19,17110019,Nguye Thieu ,17TTH1,10,3.5,9.7,6.07
20,17110020,Le Minh Hung,17TTH1,2,2,9.7,2.77
21,17110021,Le Trong Hung,17TTH1,4.2,9.4,2.5,7.15
22,17110022,Tuong Vy,17TTH1,1.9,7.1,1.3,4.96
23,17110023,Nguyen Linh,17TTH1,1.1,3.2,9.9,3.24
24,17110024,Phung Minh Kha,17TTH1,2.3,6.9,1.7,5
25,17110025, Hoang Long,17TTH1,9.4,6.3,4,7
26,17110026, Hoai Khanh Ly,17TTH1,7.2,9,6.4,8.2
27,17110027,Hoang My,17TTH1,9.3,8.2,3.8,8.09
28,17110028,Ky Nam,17TTH1,5.7,1.8,1.1,2.9
29,17110029,Vo Thuy ,17TTH1,4.7,4.7,4.2,4.65
30,17110030,Thuy Nhien,17TTH1,8.2,6.7,7.4,7.22
31,18120001,Nguyen Huu Khai Duy,18CTT1,3,5,4.3,4.33
32,18120002,Dam Huy Giau,18CTT1,3.4,1.6,5.9,2.57
33,18120003,Tang Nhat Hao,18CTT1,3,8.1,7.3,6.49
34,18120004,Nguyen Dieu Linh,18CTT1,3.3,5.1,4,4.45
35,18120005,Ngo Hong Phi Loan,18CTT1,3.1,7.6,7.3,6.22
36,18120006,Nguyen Ho Nam,18CTT1,8.2,6.2,5.8,6.76
37,18120007,Phan Nguyen Hoai Nam,18CTT1,1.4,6.6,4.1,4.79
