STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,18170001,Thien Nhan,18HOH1,9.6,6.2,3.7,6.97
2,18170002,Ha Nhan,18HOH1,1.2,1.8,8.5,2.29
3,18170003,Nga Tai,18HOH1,6.3,2.2,1.3,3.34
4,18170004,Ton Thu,18HOH1,10,2.2,6.2,4.94
5,18170005,Thanh Nhan,18HOH1,3.6,9.6,8.3,7.67
6,18170006,Ton Linh,18HOH1,8.3,9,6.4,8.53
7,18170007,Nguyen Khang,18HOH1,4.3,5.1,3.7,4.72
8,18170008,Khanh Dien,18HOH1,6.1,4.9,5.4,5.31
9,18170009,Tau Ran,18HOH1,7.7,4.3,5.7,5.46
10,18170010,Thien Nguyen,18HOH1,2.6,6.3,6.9,5.25
11,18170011,Thong Sanh,18HOH1,2.8,8.1,4.8,6.18
12,18170012,Sinh Nhut,18HOH1,6.5,1.4,5.7,3.36
13,18170013,Khang Khang,18HOH1,5.5,5.5,5.7,5.52
14,18170014,Huy ha,18HOH1,2,6.9,2.6,5
15,18170015,Hung Phuc,18HOH1,6,9.1,5.2,7.78
16,18170016,le Cao,18HOH1,5.5,8.3,9,7.53
17,18170017,Le Hoang,18HOH1,7.8,7.4,8.6,7.64
18,18170018,Ling Trong,18HOH1,8.3,8.8,4.6,8.23
19,18170019,Sa Thi Man,18HOH1,6.6,4.6,7.8,5.52
20,18170020,Xuat Son,18HOH1,4.5,9.2,6.7,7.54
21,18170021,But Linh,18HOH1,10,9.6,4,9.16
22,18170022,Quy Khu,18HOH1,4.2,2.3,9.4,3.58
23,18170023,Khap Huyet,18HOH1,8.7,9.2,9.2,9.05
24,18170024,Van May,18HOH1,2.9,6.3,1.8,4.83
25,18170025,Ta Truc,18HOH1,2.1,5.7,9.5,5
26,18170026,Han Thien,18HOH1,6.6,2.9,8.1,4.53
27,18170027,Sa Tuoc,18HOH1,7.9,4,4.1,5.18
28,18170028,Khiem Phuc,18HOH1,9.4,7.4,2.5,7.51
29,18170029,Khoi Thu,18HOH1,2.5,6.5,8.4,5.49
30,18170030,Van Da,18HOH1,9.9,1.9,9.7,5.08
