STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,18110001,Nguyen Hoang Gia Linh,18TTH1,2.6,6.4,6.2,5.24
2,18110004,Nguyen Thi Truc Linh,18TTH1,4.4,7.8,3.9,6.39
3,18110007,Tran Quang Linh,18TTH1,6.9,8.6,4.5,7.68
4,18110010,Nguyen Huu Loc,18TTH1,1.2,3.9,10,3.7
5,18110013,Nguyen Cam Ly,18TTH1,2,5.1,4.9,4.15
6,18110016,Nguyen Quang Minh,18TTH1,8.9,8.8,4.2,8.37
7,18110019,Ta Duong Anh Minh,18TTH1,8.7,3.9,3.4,5.29
8,18110022,Ngo Quynh My,18TTH1,3.6,4.7,1.3,4.03
9,18110025,Nguyen Mai Nhat My,18TTH1,6.4,8.8,7.9,7.99
10,18110028,Tran Thi Truc My,18TTH1,9.8,7.9,8.5,8.53
11,18110031,Dang Hoang Nam,18TTH1,3.1,9.1,10,7.39
12,18110034,Ly Kim Ngan,18TTH1,2,9.8,2.7,6.75
13,18110037,Nguyen Huynh Kim Ngan,18TTH1,4.7,6.2,5.2,5.65
14,18110040,Tran Vu Kim Ngan,18TTH1,8.2,2,3.3,3.99
15,18110043,Luong Ngoc Nghi,18TTH1,4.3,8.8,3.6,6.93
16,18110046,Nguyen Phuong Nghi,18TTH1,6.2,2.4,3.9,3.69
17,18110049,Tran Phuong Nghi,18TTH1,2,9.7,8,7.22
18,18110052,Truong Tu Nghi,18TTH1,5.5,2.7,6.9,3.96
19,18110055,Tran Le Thanh Ngoc,18TTH1,1.1,5,5.4,3.87
20,18110058,Do Ngoc Phuong Nhi,18TTH1,4.8,1.7,2.7,2.73
21,18110061,Nguyen Ngoc Nhu,18TTH1,2.4,4.8,1.2,3.72
22,18110064,Tran Quynh Nhu,18TTH1,7.1,2.4,4.7,4.04
23,18110067,Van Cam Nhung,18TTH1,7.9,4.8,4.4,5.69
24,18110070,Ha Hoang Oanh,18TTH1,10,9.9,1.5,9.09
25,18110073,Bui Tan Phat,18TTH1,7.2,6.9,4.4,6.74
26,18110076,Nguyen Tan Phat,18TTH1,4.8,3.9,5.8,4.36
27,18110079,Quach Hong Phat,18TTH1,2.9,7.1,2.2,5.35
28,18110082,Huynh Yen Phi,18TTH1,7.3,6.5,6.4,6.73
29,18110085,Nguyen Dinh Phi,18TTH1,4.7,1.9,5.7,3.12
30,18110088,Lam Dinh Gia Phu,18TTH1,4.4,4.7,9.4,5.08
