STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,18120033,A Thai,18CTT2,10,10,10,10
2,18120034,Cao Hung,18CTT2,7,5,5,5.6
3,18120035,Cao Thai,18CTT2,9,7,6,7.5
4,18120036,Cortana,18CTT2,7,10,4,8.5
5,18120037,Co Vo ,18CTT2,4,4,9,4.5
6,18120038,Truong A,18CTT2,9,7,5,7.4
7,18120039,Eo Thi Xa,18CTT2,6,10,6,8.4
8,18120040,Hua Vo Thien,18CTT2,8,10,6,9
9,18120041,Han Lap,18CTT2,5,4,10,4.9
10,18120042,Huy Hoang,18CTT2,10,9,10,9.4
11,18120043,Ghe Sa,18CTT2,7,8,5,7.4
12,18120044,Khuong An An,18CTT2,7,9,8,8.3
13,18120045,Khuong Vong,18CTT2,6,7,10,7
14,18120046,Lam Bao Ngoc,18CTT2,6,4,8,5
15,18120047,Lam Van Thien,18CTT2,5,5,10,5.5
16,18120048,Long Tuoc,18CTT2,9,4,10,6.1
17,18120049,Luc Tram,18CTT2,4,6,7,5.5
18,18120050,Mieu A Cau,18CTT2,9,9,4,8.5
19,18120051,Nga Tam,18CTT2,10,6,5,7.1
20,18120052,Ngo Th?a An,18CTT2,7,7,6,6.9
21,18120053,Nguyen Hoa,18CTT2,6,5,10,5.8
22,18120054,Nguyen Thi A,18CTT2,5,5,4,4.9
23,18120055,Thien Sinh,18CTT2,9,7,8,7.7
24,18120056,Tran Binh An,18CTT2,6,8,4,7
25,18120057,Tran Vong Tinh,18CTT2,5,8,4,6.7
26,18120058,Truong Tieu Pham,18CTT2,4,10,10,8.2
27,18120059,Vuong Chi Hao,18CTT2,6,5,4,5.2
28,18120060,Vuong Thong Thien,18CTT2,9,4,8,5.9
29,18120061,Vuong Vong Thien,18CTT2,4,6,4,5.2
30,18120062,Vuong Trieu,18CTT2,7,6,9,6.6
31,18170001,Thien Nhan,18HOH1,10,10,4,9.4
32,18170002,Ha Nhan,18HOH1,10,4,4,5.8
33,18170003,Nga Tai,18HOH1,6,6,5,5.9
34,18170004,Ton Thu,18HOH1,8,9,7,8.5
35,18170005,Thanh Nhan,18HOH1,10,8,7,8.5
36,18170006,Ton Linh,18HOH1,6,9,9,8.1
37,18170007,Nguyen Khang,18HOH1,7,4,5,5
38,18170008,Khanh Dien,18HOH1,9,8,6,8.1
39,18170009,Tau Ran,18HOH1,9,5,6,6.3
40,18170010,Thien Nguyen,18HOH1,9,7,6,7.5
41,18170011,Thong Sanh,18HOH1,6,9,5,7.7
42,18170012,Sinh Nhut,18HOH1,9,10,10,9.7
43,18170013,Khang Khang,18HOH1,10,8,9,8.7
44,18170014,Huy ha,18HOH1,9,8,5,8
45,18170015,Hung Phuc,18HOH1,8,7,10,7.6
46,18170016,le Cao,18HOH1,6,4,6,4.8
47,18170017,Le Hoang,18HOH1,4,10,4,7.6
48,18170018,Ling Trong,18HOH1,4,4,6,4.2
49,18170019,Sa Thi Man,18HOH1,4,7,10,6.4
50,18170020,Xuat Son,18HOH1,6,5,4,5.2
51,18170021,But Linh,18HOH1,7,8,4,7.3
52,18170022,Quy Khu,18HOH1,5,6,6,5.7
53,18170023,Khap Huyet,18HOH1,6,4,4,4.6
54,18170024,Van May,18HOH1,9,7,8,7.7
55,18170025,Ta Truc,18HOH1,6,6,7,6.1
56,18170026,Han Thien,18HOH1,6,6,10,6.4
57,18170027,Sa Tuoc,18HOH1,4,5,7,4.9
58,18170028,Khiem Phuc,18HOH1,6,4,9,5.1
59,18170029,Khoi Thu,18HOH1,10,6,9,7.5
60,18170030,Van Da,18HOH1,8,4,10,5.8
61,18150020,Nguyen Tien Dat,18SHH1,4,4,10,4.6
62,18150022,Tran Nguyen Thanh Dat,18SHH1,9,5,10,6.7
63,18150024,Tran Nguyen Minh Dong,18SHH1,4,10,6,7.8
64,18150026,Ho Thi Kim Dung,18SHH1,5,4,5,4.4
65,18150028,Le Thi Thuy Duong,18SHH1,6,4,7,4.9
66,18150030,Mai Quoc Duy,18SHH1,7,6,6,6.3
67,18150032,Nguyen Thi Hong Gam,18SHH1,7,10,7,8.8
68,18150034,Nguyen Quynh Giang,18SHH1,7,6,8,6.5
69,18150036,Nguyen Thi Thu Ha,18SHH1,6,8,6,7.2
70,18150038,Tran My Han,18SHH1,9,8,5,8
71,18150040,Le Ngoc Thanh Hien,18SHH1,5,5,8,5.3
72,18150042,Le Viet Hien,18SHH1,10,8,4,8.2
73,18150044,Vo Minh Hieu,18SHH1,6,8,6,7.2
74,18150046,Phan My Hue,18SHH1,10,10,10,10
75,18150048,Nguyen Thi Kim Huong,18SHH1,6,5,4,5.2
76,18150050,Nguyen Le Hoang Huy,18SHH1,7,4,10,5.5
77,18150052,Tang Giac Huy,18SHH1,5,10,5,8
78,18150054,Dao Thi Huyen,18SHH1,10,10,10,10
79,18150056,Huynh Tan Thanh Kha,18SHH1,8,4,7,5.5
80,18150058,Tran Van Khai,18SHH1,7,7,6,6.9
81,18150060,Truong Vi Khang,18SHH1,10,7,5,7.7
82,18150062,Dang Dang Khoa,18SHH1,9,6,4,6.7
83,18150064,Nguyen Tran Nhac Khoa,18SHH1,4,5,4,4.6
84,18150066,Ho Le Minh Khue,18SHH1,10,4,4,5.8
85,18150068,Pham Thi Thuy Kieu,18SHH1,7,8,6,7.5
86,18150070,Pham Tran Thien Kim,18SHH1,5,6,5,5.6
87,18150072,Le Vinh Lam,18SHH1,5,6,7,5.8
88,18150074,Nguy Ngoc Hoang Lan,18SHH1,7,7,10,7.3
89,18150076,Dang Thi Yen Linh,18SHH1,10,4,10,6.4
90,18150078,Nguyen Doan Nhu Linh,18SHH1,8,10,6,9
