ID,Name,Birth,Sex,Idsocial
18120001,Nguyen Huu Khai Duy,06/06/2000,Nam,9733604
18120002,Dam Huy Giau,23/09/2000,Nam,9734643
18120003,Tang Nhat Hao,05/03/2000,Nu,3439917
18120004,Nguyen Dieu Linh,23/06/2000,Nam,8147434
18120005,Ngo Hong Phi Loan,12/02/2000,Nam,4697269
18120006,Nguyen Ho Nam,07/09/2000,Nu,1089851
18120007,Phan Nguyen Hoai Nam,06/08/2000,Nam,7583033
18120008,Bo Khanh Ngoc,11/08/2000,Nam,2610091
18120009,Nguyen Ba Thao Nguyen,27/11/2000,Nu,2663100
18120010,Nguyen Nhat Yen Phuong,19/01/2000,Nam,8728294
18120011,Tran Nguyen Tan,29/09/2000,Nam,7720238
18120012,Nguyen Hoang Phuc Tien,14/11/2000,Nu,2628907
18120013,Nguyen Le Phuong Trang,11/04/2000,Nam,5344463
18120014,Pham Thi Kim Thanh,15/01/2000,Nam,6274703
18120015,Pham Thi Bich Van,29/01/2000,Nu,4251249
18120016,Ly Xuan Anh,08/08/2000,Nam,6577639
18120017,Ngo Thi Kim Anh,07/07/2000,Nam,9788767
18120018,Ngo Thi Phuong Anh,22/09/2000,Nu,3352222
18120019,Nguyen Minh Tram Anh,11/03/2000,Nam,8591882
18120020,Pham My Anh,15/12/2000,Nam,6021680
18120021,Tran Thi Minh Anh,10/02/2000,Nu,6570367
18120022,Tran Ngoc Bac,06/04/2000,Nam,8647419
18120023,Vu Van Cang,19/01/2000,Nam,5607566
18120024,Doan Le Bao Chau,27/03/2000,Nu,6058715
18120025,Ha Vinh Kim Chau,11/08/2000,Nam,1579413
18120026,Doan Ngoc Uyen Chi,28/10/2000,Nam,2273272
18120027,Nguyen Ngoc Phuong Chi,26/05/2000,Nu,5617746
18120028,Phan Huu Chuc,03/12/2000,Nam,4325448
18120029,Nguyen Duy Anh Chuong,11/03/2000,Nam,2378495
18120030,Dang Quoc Cuong,12/11/2000,Nu,9983282
18120033,A Thai,17/10/2000,Nam,7119511
