STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,17171717,Le Hoai Anh,17HOH1,6,10,8,8.6
2,17171718,Le Quynh Anh,17HOH1,5,10,7,8.2
3,17171719,Hoang Chi Vo,17HOH1,9,10,8,9.5
4,17171720,Nguyen Gia Bao,17HOH1,7,7,4,6.7
5,17171721,Nguyen Kim ,17HOH1,5,6,7,5.8
6,17171722,Nguyen Anh Bao,17HOH1,4,7,8,6.2
7,17171723,Tran Hoang Anh Khoa,17HOH1,9,4,4,5.5
8,17171724,Tran Hoang Khoi,17HOH1,7,7,7,7
9,17171725,Du Quang Luc,17HOH1,8,4,6,5.4
10,17171726,Nguyen Hung Luc,17HOH1,7,6,4,6.1
11,17171727,Nguyen Huu Minh,17HOH1,4,7,4,5.8
12,17171728,Nguyen Truong Thang,17HOH1,6,4,6,4.8
13,17171729,Dieu Ngoc,17HOH1,10,9,4,8.8
14,17171730,Truong Tieu Thanh,17HOH1,7,10,10,9.1
15,17171731,Duong Ngoc Phong,17HOH1,7,5,8,5.9
16,17171732,To Tran Thien Phuc,17HOH1,7,4,8,5.3
17,17171733,Nguy Anh Quan,17HOH1,7,6,7,6.4
18,17171734,Vo Thanh Thien,17HOH1,7,8,5,7.4
19,17171735,Nguyen Huynh Tram,17HOH1,6,4,6,4.8
20,17171736,Le Hoang Thien Y,17HOH1,8,4,8,5.6
21,17171737,Ly Tinh,17HOH1,4,6,6,5.4
22,17171738,Le Loc,17HOH1,4,4,9,4.5
23,17171739,Gigolo,17HOH1,7,8,9,7.8
24,17171740,Tyrant,17HOH1,8,6,5,6.5
25,17171741,Racist,17HOH1,7,9,5,8
26,17171742,Brotherhood,17HOH1,10,9,5,8.9
27,17171743,Robinhood,17HOH1,7,5,7,5.8
28,17171744,Captain Kirt,17HOH1,5,7,5,6.2
29,17171745,Di Van,17HOH1,6,8,10,7.6
30,17171746,Do Day,17HOH1,6,8,7,7.3
31,17150003,Bui  Tai,17SHH1,8,9,10,8.8
32,17150004,Co To Lam ,17SHH1,8,10,8,9.2
33,17150005,Khuyet Thinh,17SHH1,5,10,9,8.4
34,17150006,Thong Tai,17SHH1,9,7,6,7.5
35,17150007,Van Nam Giang Thi,17SHH1,4,6,9,5.7
36,17150008,Hao A Sinh,17SHH1,5,7,5,6.2
37,17150009,Huynh Ngoc Tram,17SHH1,7,8,6,7.5
38,17150010,Le Minh ,17SHH1,9,6,7,7
39,17150011,Le  Hoang Quan,17SHH1,8,9,9,8.7
40,17150012,Le Uyen Nhi,17SHH1,9,8,10,8.5
41,17150013,Mai Thanh Binh,17SHH1,9,7,6,7.5
42,17150014,Ghe Gom,17SHH1,5,8,6,6.9
43,17150015,Ngun Minh Duy,17SHH1,5,4,5,4.4
44,17150016,Nguyen Nung,17SHH1,6,5,10,5.8
45,17150017,Nguyen Tai,17SHH1,8,9,9,8.7
46,17150018, Kim Nhung,17SHH1,4,5,9,5.1
47,17150019, Thuy Trang,17SHH1,9,8,4,7.9
48,17150020,Tien Minh,17SHH1,5,6,7,5.8
49,17150021,Nguyen Tai,17SHH1,9,6,6,6.9
50,17150022,Nguyen Tung,17SHH1,7,7,7,7
51,17150023,Trinh Ngoc Thanh,17SHH1,9,9,5,8.6
52,17150024,Thien Tan,17SHH1,9,4,4,5.5
53,17150025,Truong Khoa,17SHH1,8,9,5,8.3
54,17150026,Lop Thanh,17SHH1,9,5,6,6.3
55,17150027,Duc Dao,17SHH1,9,5,9,6.6
56,17150028, Quang Huy,17SHH1,6,5,7,5.5
57,17150029, Thien Hao,17SHH1,8,10,9,9.3
58,17150030,Tuan Kiet,17SHH1,8,8,5,7.7
59,17150031,Truong  Trong Quoc,17SHH1,5,8,5,6.8
60,17150032,Vo Hoa,17SHH1,4,4,6,4.2
61,17110001,Tam Hoan,17TTH1,9,5,6,6.3
62,17110002,Hoang Kieu Huy,17TTH1,10,10,5,9.5
63,17110003,Cao Thanh Huy,17TTH1,6,9,8,8
64,17110004,Nguyen Linh,17TTH1,9,6,5,6.8
65,17110005,Huynh Thuy Mi,17TTH1,7,8,6,7.5
66,17110006,Phan  My,17TTH1,10,5,7,6.7
67,17110007, Tu Nhi,17TTH1,5,9,4,7.3
68,17110008,Th?ch Gia Quyen,17TTH1,7,10,8,8.9
69,17110009, Han Ry,17TTH1,9,8,9,8.4
70,17110010,Nguy?n Le Anh Th?,17TTH1,8,6,4,6.4
71,17110011,Thuy Tram,17TTH1,8,4,8,5.6
72,17110012,Trinh Quoc Cuong,17TTH1,6,8,7,7.3
73,17110013, Cao Anh Tu,17TTH1,5,4,10,4.9
74,17110014,Phuong Uyen,17TTH1,8,10,10,9.4
75,17110015,Linh An,17TTH1,9,10,7,9.4
76,17110016,Thuy Dung,17TTH1,9,6,9,7.2
77,17110017,Tung Bach,17TTH1,6,7,6,6.6
78,17110018,Le Minh Thu,17TTH1,5,4,4,4.3
79,17110019,Nguye Thieu ,17TTH1,4,4,9,4.5
80,17110020,Le Minh Hung,17TTH1,4,10,8,8
81,17110021,Le Trong Hung,17TTH1,8,10,4,8.8
82,17110022,Tuong Vy,17TTH1,6,8,7,7.3
