STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,18120001,Nguyen Huu Khai Duy,18CTT1,7,6,7,6.4
2,18120002,Dam Huy Giau,18CTT1,9,7,8,7.7
3,18120003,Tang Nhat Hao,18CTT1,7,8,7,7.6
4,18120004,Nguyen Dieu Linh,18CTT1,9,10,10,9.7
5,18120005,Ngo Hong Phi Loan,18CTT1,6,5,6,5.4
6,18120006,Nguyen Ho Nam,18CTT1,8,5,8,6.2
7,18120007,Phan Nguyen Hoai Nam,18CTT1,9,9,10,9.1
8,18120008,Bo Khanh Ngoc,18CTT1,7,9,7,8.2
9,18120009,Nguyen Ba Thao Nguyen,18CTT1,6,5,5,5.3
10,18120010,Nguyen Nhat Yen Phuong,18CTT1,5,10,8,8.3
11,18120011,Tran Nguyen Tan,18CTT1,6,6,9,6.3
12,18120012,Nguyen Hoang Phuc Tien,18CTT1,6,5,7,5.5
13,18120013,Nguyen Le Phuong Trang,18CTT1,8,5,10,6.4
14,18120014,Pham Thi Kim Thanh,18CTT1,7,5,6,5.7
15,18120015,Pham Thi Bich Van,18CTT1,8,5,8,6.2
16,18120016,Ly Xuan Anh,18CTT1,6,10,8,8.6
17,18120017,Ngo Thi Kim Anh,18CTT1,8,8,5,7.7
18,18120018,Ngo Thi Phuong Anh,18CTT1,7,8,9,7.8
19,18120019,Nguyen Minh Tram Anh,18CTT1,9,9,7,8.8
20,18120020,Pham My Anh,18CTT1,7,5,10,6.1
21,18120021,Tran Thi Minh Anh,18CTT1,8,10,7,9.1
22,18120022,Tran Ngoc Bac,18CTT1,8,6,9,6.9
23,18120023,Vu Van Cang,18CTT1,6,7,8,6.8
24,18120024,Doan Le Bao Chau,18CTT1,6,7,7,6.7
25,18120025,Ha Vinh Kim Chau,18CTT1,10,8,10,8.8
26,18120026,Doan Ngoc Uyen Chi,18CTT1,7,6,8,6.5
27,18120027,Nguyen Ngoc Phuong Chi,18CTT1,5,8,8,7.1
28,18120028,Phan Huu Chuc,18CTT1,10,6,8,7.4
29,18120029,Nguyen Duy Anh Chuong,18CTT1,5,9,8,7.7
30,18120030,Dang Quoc Cuong,18CTT1,8,6,5,6.5
31,18120033,A Thai,18CTT2,6,7,9,6.9
32,18120034,Cao Hung,18CTT2,8,7,6,7.2
33,18120035,Cao Thai,18CTT2,5,8,9,7.2
34,18120036,Cortana,18CTT2,7,5,9,6
35,18120037,Co Vo ,18CTT2,10,5,10,7
36,18120038,Truong A,18CTT2,5,10,8,8.3
37,18120039,Eo Thi Xa,18CTT2,8,6,9,6.9
38,18120040,Hua Vo Thien,18CTT2,7,6,6,6.3
39,18120041,Han Lap,18CTT2,6,7,9,6.9
40,18120042,Huy Hoang,18CTT2,6,5,6,5.4
41,18120043,Ghe Sa,18CTT2,8,6,9,6.9
42,18120044,Khuong An An,18CTT2,7,8,9,7.8
43,18120045,Khuong Vong,18CTT2,6,6,5,5.9
44,18120046,Lam Bao Ngoc,18CTT2,9,5,5,6.2
45,18120047,Lam Van Thien,18CTT2,6,10,6,8.4
46,18120048,Long Tuoc,18CTT2,5,7,10,6.7
47,18120049,Luc Tram,18CTT2,7,8,8,7.7
48,18120050,Mieu A Cau,18CTT2,6,8,8,7.4
49,18120051,Nga Tam,18CTT2,5,9,7,7.6
50,18120052,Ngo Th?a An,18CTT2,6,7,8,6.8
51,18120053,Nguyen Hoa,18CTT2,10,6,8,7.4
52,18120054,Nguyen Thi A,18CTT2,6,10,5,8.3
53,18120055,Thien Sinh,18CTT2,8,9,5,8.3
54,18120056,Tran Binh An,18CTT2,5,6,7,5.8
55,18120057,Tran Vong Tinh,18CTT2,5,7,8,6.5
56,18120058,Truong Tieu Pham,18CTT2,6,6,8,6.2
57,18120059,Vuong Chi Hao,18CTT2,6,10,8,8.6
58,18120060,Vuong Thong Thien,18CTT2,9,7,9,7.8
59,18120061,Vuong Vong Thien,18CTT2,10,9,9,9.3
60,18120062,Vuong Trieu,18CTT2,10,8,10,8.8
61,17120001,Thong Qua,17CTT1,10,5,6,6.6
62,17120002,Mot Loat,17CTT1,10,9,5,8.9
63,17120003,Nhien Cuu,17CTT1,6,9,9,8.1
