ID,Name,Birth,Sex,Idsocial
17120001,Thong Qua,09/05/1999,Nam,6426583
17120002,Mot Loat,21/12/1999,Nam,3110681
17120003,Nhien Cuu,15/05/1999,Nam,2983754
17120004,Nhanh cham,23/09/1999,Nam,5212588
17120005,Sao Tai,02/01/1999,Nam,9591785
17120006,Hoan Toan,07/06/1999,Nu,1729679
17120007,Van Toan,24/05/1999,Nu,7104286
17120008,Nhu Y,11/04/1999,Nu,7097407
17120009,Ngoc Tram,20/05/1999,Nu,1717489
17120010,Tram Tinh ,03/07/1999,Nu,4088147
17120011,Vo Menh,19/07/1999,Nu,3441601
17120012,Song Senh,09/10/1999,Nam,5648215
17120013,Khuong Tu,31/05/1999,Nam,4146443
17120014,Tu Tran,24/11/1999,Nam,9123548
17120015,Cam Cuc,07/02/1999,Nam,1167714
17120016,Anh Mong,14/10/1999,Nu,7844680
17120017,Tung Trai,25/10/1999,Nam,9025924
17120018,Truoc Het,27/02/1999,Nu,7857662
17120019,Hoan Lai,07/04/1999,Nu,4715967
17120020,Phung Dieu,07/09/1999,Nu,9283573
17120021,Khuong Nha,29/04/1999,Nam,1581879
17120022,Trai Dang,16/06/1999,Nam,1138989
17120023,Thuc TE,27/10/1999,Nam,2530304
17120024,Giai Thich,11/02/1999,Nam,7107246
17120025, Thu Hut,03/09/1999,Nu,2044155
17120026,Nhat Chinh,17/09/1999,Nu,6754959
17120027,Dang Duc,14/06/1999,Nu,3159143
17120028,Dang Cuc,29/05/1999,Nu,9913182
17120029,Thua Thoi,28/03/1999,Nam,6591433
17120030,Khoi Thi,23/04/1999,Nu,8670624
17150003,Bui  Tai,03/11/1999,Nam,8012044
17150004,Co To Lam ,21/11/1999,Nu,2140762
17150005,Khuyet Thinh,14/11/1999,Nu,9828928
17150006,Thong Tai,25/12/1999,Nu,6224445
17150007,Van Nam Giang Thi,11/11/1999,Nam,4428944
17150008,Hao A Sinh,16/12/1999,Nam,4620615
17150009,Huynh Ngoc Tram,25/11/1999,Nu,6972489
17150010,Le Minh ,09/11/1999,Nu,6000524
17150011,Le  Hoang Quan,10/12/1999,Nu,3624236
17150012,Le Uyen Nhi,03/11/1999,Nam,4566106
17150013,Mai Thanh Binh,28/11/1999,Nam,9564314
17150014,Ghe Gom,09/12/1999,Nu,7895501
17150015,Ngun Minh Duy,15/12/1999,Nu,7152274
17150016,Nguyen Nung,06/12/1999,Nu,7823356
17150017,Nguyen Tai,23/12/1999,Nam,7566347
17150018, Kim Nhung,01/11/1999,Nam,6792749
17150019, Thuy Trang,22/12/1999,Nu,7374241
17150020,Tien Minh,29/11/1999,Nu,6722564
17150021,Nguyen Tai,13/12/1999,Nu,6469631
17150022,Nguyen Tung,10/11/1999,Nam,1323038
17150023,Trinh Ngoc Thanh,08/11/1999,Nam,8819681
17150024,Thien Tan,01/12/1999,Nu,3082121
17150025,Truong Khoa,08/12/1999,Nu,9428065
17150026,Lop Thanh,02/12/1999,Nu,2855334
17150027,Duc Dao,08/11/1999,Nam,8586141
17150028, Quang Huy,03/12/1999,Nam,6089307
17150029, Thien Hao,20/12/1999,Nu,8373841
17150030,Tuan Kiet,05/12/1999,Nu,2715971
