ID,Name,Birth,Sex,Idsocial
19120057,Dinh Hoai Phuc,25/10/2000,Nam,4945850
19120059,Nguyen Hanh Phuc,26/11/2000,Nam,3944792
19120061,Nguyen Kim Phuc,10/12/2000,Nu,2355896
19120063,Nguyen Vuong Hoang Phuc,26/03/2000,Nam,6636008
19120065,Vo Nguyen Huu Phuoc,24/11/2000,Nam,2891017
19120067,Cao Xuan Hong Phuong,03/08/2000,Nu,4765280
19120069,Dang Thi Hoang Phuong,08/12/2000,Nam,4770602
19120071,Nguyen Hoang Phuong,19/05/2000,Nam,6354966
19120073,Nguyen Nam Phuong,29/05/2000,Nu,1479640
19120075,Tran Thi Thu Phuong,04/10/2000,Nam,7280101
19120077,Bui Dinh Minh Quan,09/10/2000,Nam,7043774
19120079,Nguyen Hoang Quan,03/02/2000,Nu,7601726
19120081,Nguyen Minh Quan,18/03/2000,Nam,2013507
19120083,Tran Quan,12/05/2000,Nam,1740123
19120085,Vo Minh Quan,01/07/2000,Nu,9742689
19120087,Huynh Nhat Quang,20/12/2000,Nam,9365492
19120089,Vo Phan Thi To Quyen,13/02/2000,Nam,7602135
19120091,Ho Thi Nhu Quynh,19/08/2000,Nu,3959861
19120093,Bui Huynh Phuoc Sang,02/11/2000,Nam,5450677
19120095,Tran Ngoc Son,28/04/2000,Nam,3762283
19120097,Tran Thanh Tam,17/10/2000,Nu,6254554
19120099,Nguyen Le Thanh Thang,28/10/2000,Nam,6836539
19120101,Nguyen Tuan Thanh,17/11/2000,Nam,8711009
19120103,Nguyen Ngoc Thanh Thao,04/06/2000,Nu,8746546
19120105,Dang Ngoc Thi,17/09/2000,Nam,6758165
19120107,Ngo Ngoc Linh Thi,14/06/2000,Nam,3521718
19120109,Nguyen Thi Cam Thi,06/08/2000,Nu,8094019
19120111,Tran Duc Thien,02/11/2000,Nam,8726478
19120113,Tran Minh Thien,05/07/2000,Nam,8868992
19120115,Lai Thi Anh Thu,06/01/2000,Nu,3141619
19120250,Tran Ngoc Anh Thu,27/07/2000,Nam,7790911
19120251,Nguyen Thi Cam Tien,02/06/2000,Nam,1950289
19120252,Tran Thuy Tien,14/03/2000,Nu,1772829
19120253,Tran Que Tram,30/11/2000,Nam,1276710
19120254,Nguyen Thi Tuyet Tran,03/06/2000,Nam,6712140
19120255,Bui Thi Le Trang,22/08/2000,Nu,3025703
19120256,Pham Thi Phuong Trang,11/06/2000,Nam,5564892
19120257,Pham Doan Minh Tri,07/02/2000,Nam,9627640
19120258,Le Pham Minh Triet,21/01/2000,Nu,8370511
19120259,Kieu Phuong Tu,02/03/2000,Nam,9224046
19120260,Dang Hoang Minh Tuan,04/03/2000,Nam,5809439
19120261,Nguyen Quoc Tuan,14/03/2000,Nu,3607677
19120262,Nguyen Ngoc Khanh Tuong,03/08/2000,Nam,8992320
19120263,Thai Thi Huynh Tuyen,07/04/2000,Nam,2750422
19120264,Lam My Uyen,18/05/2000,Nu,2379759
19120265,Ngo Thi Uyen,13/12/2000,Nam,7871205
19120266,Le Khanh Vinh,04/11/2000,Nam,7430609
19120267,Thai Minh Vu,02/01/2000,Nu,9089195
19120268,Doan Trieu Vy,05/12/2000,Nam,5410090
19120269,Huynh Thuy Vy,09/10/2000,Nam,6178796
19120270,Le Yen Vy,19/07/2000,Nu,1052443
19120271,Luong Cam Vy,18/06/2000,Nam,2652547
19120272,Nguyen Pham Tuong Vy,24/06/2000,Nam,7262739
19120273,Nguyen Pham Tuong Vy,02/01/2000,Nu,7510026
19120274,Pham Ngoc Thuy Vy,26/03/2000,Nam,3537269
19120275,Tran Thanh Vy,09/10/2000,Nam,4055975
19120276,Hua Kim Yen,24/08/2000,Nu,7060410
19120277,Nguyen Quynh Anh,25/12/2000,Nam,1169885
19120278,Nguyen Thi Kim Anh,09/09/2000,Nam,3008957
19120279,Mai Duc Canh,17/06/2000,Nu,8503925
20120001,Nguyen Huu Khai Duy,24/12/2002,Nam,9733604
20120002,Dam Huy Giau,23/08/2002,Nam,9734643
20120003,Tang Nhat Hao,06/07/2002,Nu,3439917
20120004,Nguyen Dieu Linh,14/10/2002,Nam,8147434
20120005,Ngo Hong Phi Loan,30/11/2002,Nam,4697269
20120006,Nguyen Ho Nam,23/08/2002,Nu,1089851
20120007,Phan Nguyen Hoai Nam,01/07/2002,Nam,7583033
20120008,Bo Khanh Ngoc,26/08/2002,Nam,2610091
20120009,Nguyen Ba Thao Nguyen,08/05/2002,Nu,2663100
20120010,Nguyen Nhat Yen Phuong,12/03/2002,Nam,8728294
20120011,Tran Nguyen Tan,22/04/2002,Nam,7720238
20120012,Nguyen Hoang Phuc Tien,27/11/2002,Nu,2628907
20120013,Nguyen Le Phuong Trang,03/06/2002,Nam,5344463
20120014,Pham Thi Kim Thanh,04/08/2002,Nam,6274703
20120015,Pham Thi Bich Van,02/02/2002,Nu,4251249
20120016,Ly Xuan Anh,03/08/2002,Nam,6577639
20120017,Ngo Thi Kim Anh,05/01/2002,Nam,9788767
20120018,Ngo Thi Phuong Anh,24/09/2002,Nu,3352222
20120019,Nguyen Minh Tram Anh,18/05/2002,Nam,8591882
20120020,Pham My Anh,20/07/2002,Nam,6021680
20120021,Tran Thi Minh Anh,04/12/2002,Nu,6570367
20120022,Tran Ngoc Bac,24/04/2002,Nam,8647419
20120023,Vu Van Cang,06/12/2002,Nam,5607566
20120024,Doan Le Bao Chau,01/07/2002,Nu,6058715
20120025,Ha Vinh Kim Chau,06/01/2002,Nam,1579413
20120026,Doan Ngoc Uyen Chi,08/08/2002,Nam,2273272
20120027,Nguyen Ngoc Phuong Chi,06/12/2002,Nu,5617746
20120028,Phan Huu Chuc,02/09/2002,Nam,4325448
20120029,Nguyen Duy Anh Chuong,18/07/2002,Nam,2378495
20120030,Dang Quoc Cuong,26/02/2002,Nu,9983282
20120031,Nguyen Tien Dat,27/11/2002,Nam,5436315
20120032,Tran Nguyen Thanh Dat,14/02/2002,Nam,6583531
20120033,Tran Nguyen Minh Dong,29/03/2002,Nu,7892886
20120034,Ho Thi Kim Dung,14/01/2002,Nam,4200589
20120035,Le Thi Thuy Duong,15/01/2002,Nam,1880769
20120036,Mai Quoc Duy,06/01/2002,Nu,7128167
20120037,Nguyen Thi Hong Gam,20/04/2002,Nam,7609730
20120038,Nguyen Quynh Giang,25/03/2002,Nam,4662208
20120039,Nguyen Thi Thu Ha,09/11/2002,Nu,8649955
20120040,Tran My Han,21/11/2002,Nam,4240891
20120041,Le Ngoc Thanh Hien,01/07/2002,Nam,6325659
20120042,Le Viet Hien,10/03/2002,Nu,2897949
20120043,Vo Minh Hieu,07/11/2002,Nam,5000730
20120044,Phan My Hue,21/11/2002,Nam,1665888
20120045,Nguyen Thi Kim Huong,22/12/2002,Nu,3058472
20120046,Nguyen Le Hoang Huy,01/12/2002,Nam,6868950
20120047,Tang Giac Huy,10/10/2002,Nam,5794959
20120048,Dao Thi Huyen,26/05/2002,Nu,2694830
20120049,Huynh Tan Thanh Kha,01/04/2002,Nam,3310983
20120050,Tran Van Khai,25/02/2002,Nam,3561838
20120051,Truong Vi Khang,29/08/2002,Nu,3796985
20120052,Dang Dang Khoa,07/10/2002,Nam,5539753
20120053,Nguyen Tran Nhac Khoa,28/08/2002,Nam,3300942
20120054,Ho Le Minh Khue,10/09/2002,Nu,6412820
20120055,Pham Thi Thuy Kieu,11/06/2002,Nam,4706005
20120056,Pham Tran Thien Kim,19/10/2002,Nam,3878874
20120057,Le Vinh Lam,20/07/2002,Nu,6731505
20120058,Nguy Ngoc Hoang Lan,25/02/2002,Nam,1749892
20120059,Dang Thi Yen Linh,25/12/2002,Nam,6837692
20120060,Nguyen Doan Nhu Linh,19/03/2002,Nu,4504613
