ID,Name,Birth,Sex,Idsocial
20120001,Nguyen Huu Khai Duy,24/12/2002,Nam,9733604
20120002,Dam Huy Giau,23/08/2002,Nam,9734643
20120003,Tang Nhat Hao,06/07/2002,Nu,3439917
20120004,Nguyen Dieu Linh,14/10/2002,Nam,8147434
20120005,Ngo Hong Phi Loan,30/11/2002,Nam,4697269
20120006,Nguyen Ho Nam,23/08/2002,Nu,1089851
20120007,Phan Nguyen Hoai Nam,01/07/2002,Nam,7583033
20120008,Bo Khanh Ngoc,26/08/2002,Nam,2610091
20120009,Nguyen Ba Thao Nguyen,08/05/2002,Nu,2663100
20120010,Nguyen Nhat Yen Phuong,12/03/2002,Nam,8728294
20120011,Tran Nguyen Tan,22/04/2002,Nam,7720238
20120012,Nguyen Hoang Phuc Tien,27/11/2002,Nu,2628907
20120013,Nguyen Le Phuong Trang,03/06/2002,Nam,5344463
20120014,Pham Thi Kim Thanh,04/08/2002,Nam,6274703
20120015,Pham Thi Bich Van,02/02/2002,Nu,4251249
20120016,Ly Xuan Anh,03/08/2002,Nam,6577639
20120017,Ngo Thi Kim Anh,05/01/2002,Nam,9788767
20120018,Ngo Thi Phuong Anh,24/09/2002,Nu,3352222
20120019,Nguyen Minh Tram Anh,18/05/2002,Nam,8591882
20120020,Pham My Anh,20/07/2002,Nam,6021680
20120021,Tran Thi Minh Anh,04/12/2002,Nu,6570367
20120022,Tran Ngoc Bac,24/04/2002,Nam,8647419
20120023,Vu Van Cang,06/12/2002,Nam,5607566
20120024,Doan Le Bao Chau,01/07/2002,Nu,6058715
20120025,Ha Vinh Kim Chau,06/01/2002,Nam,1579413
20120026,Doan Ngoc Uyen Chi,08/08/2002,Nam,2273272
20120027,Nguyen Ngoc Phuong Chi,06/12/2002,Nu,5617746
20120028,Phan Huu Chuc,02/09/2002,Nam,4325448
20120029,Nguyen Duy Anh Chuong,18/07/2002,Nam,2378495
20120030,Dang Quoc Cuong,26/02/2002,Nu,9983282
20170001,Dinh Hoai Phuc,26/05/2002,Nam,4945850
20170002,Nguyen Hanh Phuc,04/02/2002,Nam,3944792
20170003,Nguyen Kim Phuc,08/04/2002,Nu,2355896
