STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,19150001,Pham Huy Truong Duc,19SHH1,9,10,10,9.7
2,19150002,Vo Ho Thanh Duy,19SHH1,10,8,9,8.7
3,19150003,Le Thi Thuy Giang,19SHH1,9,8,5,8
4,19150004,Huynh Gia Han,19SHH1,8,7,10,7.6
5,19150005,Nguyen Thi Ngoc Han,19SHH1,6,4,6,4.8
6,19150006,Ngo Quoc Hieu,19SHH1,4,10,4,7.6
7,19150007,Tran Minh Hoang,19SHH1,4,4,6,4.2
8,19150008,Nguyen Thi My Hong,19SHH1,4,7,10,6.4
9,19150009,Truong Nguyen Ngoc Hue,19SHH1,6,5,4,5.2
10,19150010,Van Ngoc Khai,19SHH1,7,8,4,7.3
11,19150011,Vo Phi Long,19SHH1,5,6,6,5.7
12,19150012,Nguyen Viet Luan,19SHH1,6,4,4,4.6
13,19150013,Khuu To Nga,19SHH1,9,7,8,7.7
14,19150014,Nguyen Luu Bich Ngan,19SHH1,6,6,7,6.1
15,19150015,Truong Thanh Ngan,19SHH1,6,6,10,6.4
16,19150016,Vo Thanh Ngan,19SHH1,4,5,7,4.9
17,19150017,Vo Thi Hong Nguyen,19SHH1,6,4,9,5.1
18,19150018,Nguyen Quynh Nhu,19SHH1,10,6,9,7.5
19,19150019,Phan Thi Hoang Oanh,19SHH1,8,4,10,5.8
20,19150020,Bui Lieu Mai Phuong,19SHH1,4,4,10,4.6
21,19150021,Pham Le Anh Quan,19SHH1,9,5,10,6.7
22,19150022,Nguyen Ngoc Nhu Quynh,19SHH1,4,10,6,7.8
23,19150023,Dinh Van Thanh,19SHH1,5,4,5,4.4
24,19150024,Le Hoang Nhu Thao,19SHH1,6,4,7,4.9
25,19150025,Nguyen Thi Phuong Thi,19SHH1,7,6,6,6.3
26,19150026,Mai Huynh Chi Thong,19SHH1,7,10,7,8.8
27,19150027,Dang Pham Anh Thu,19SHH1,7,6,8,6.5
28,19150028,Ngo Thien Thu,19SHH1,6,8,6,7.2
29,19150029,Nguyen Chi Hoa Thuan,19SHH1,9,8,5,8
30,19150030,Cao Hoang Khanh Tran,19SHH1,5,5,8,5.3
31,19110001,Nguyen Thi Thu Trang,19TTH1,10,8,4,8.2
32,19110002,Le Tran Thanh Truc,19TTH1,6,8,6,7.2
33,19110003,Bui Trinh Trung,19TTH1,10,10,10,10
34,19110004,Tran Anh Tuan,19TTH1,7,5,5,5.6
35,19110005,Ho Ngoc Tuyen,19TTH1,9,7,6,7.5
36,19110006,Nguyen Phuong Uyen,19TTH1,7,10,4,8.5
37,19110007,Nguyen Vo Thao Vy,19TTH1,4,4,9,4.5
38,19110008,Phan Tran Nhat Vy,19TTH1,9,7,5,7.4
39,19110009,Nguyen Ngoc Xuyen,19TTH1,6,10,6,8.4
40,19110010,Luu Huu Phuoc,19TTH1,8,10,6,9
41,19110011,Le Quoc An,19TTH1,5,4,10,4.9
42,19110012,Nguyen Tran Thien An,19TTH1,10,9,10,9.4
43,19110013,Tran Vu Hong An,19TTH1,10,4,4,5.8
44,19110014,Bui Thi Ngoc Anh,19TTH1,7,8,6,7.5
45,19110015,Huynh Ngoc Que Anh,19TTH1,5,6,5,5.6
46,19110016,Nguyen Phuc Tai Anh,19TTH1,5,6,7,5.8
47,19110017,Nguyen Quynh Anh,19TTH1,7,7,10,7.3
48,19110018,Pham Thi Duy Anh,19TTH1,10,4,10,6.4
49,19110019,Pham Thi Phuong Anh,19TTH1,8,10,6,9
50,19110020,Pham Thi Trang Anh,19TTH1,10,10,10,10
51,19110021,Tran Do Van Anh,19TTH1,7,5,5,5.6
52,19110022,Tran Thi Van Anh,19TTH1,9,7,6,7.5
53,19110023,Vo Tung Anh,19TTH1,7,10,4,8.5
54,19110024,Vu Thi Tu Anh,19TTH1,4,4,9,4.5
55,19110025,Do Thi Ngoc Anh,19TTH1,9,7,5,7.4
56,19110026,Nguyen Thai Bao,19TTH1,6,10,6,8.4
57,19110027,Tran Duc Hoang Bao,19TTH1,8,10,6,9
58,19110028,Le Thi Thanh Binh,19TTH1,5,4,10,4.9
59,19110029,Nguyen Ngoc Thanh Binh,19TTH1,10,9,10,9.4
60,19110030,Pham Nhu Binh,19TTH1,7,8,5,7.4
61,20120001,Nguyen Huu Khai Duy,20CTT1,7,9,8,8.3
62,20120002,Dam Huy Giau,20CTT1,6,7,10,7
63,20120003,Tang Nhat Hao,20CTT1,6,4,8,5
64,20120004,Nguyen Dieu Linh,20CTT1,5,5,10,5.5
65,20120005,Ngo Hong Phi Loan,20CTT1,9,4,10,6.1
66,20120006,Nguyen Ho Nam,20CTT1,4,6,7,5.5
67,20120007,Phan Nguyen Hoai Nam,20CTT1,9,9,4,8.5
68,20120008,Bo Khanh Ngoc,20CTT1,10,6,5,7.1
69,20120009,Nguyen Ba Thao Nguyen,20CTT1,7,7,6,6.9
70,20120010,Nguyen Nhat Yen Phuong,20CTT1,6,5,10,5.8
71,20120011,Tran Nguyen Tan,20CTT1,5,5,4,4.9
72,20120012,Nguyen Hoang Phuc Tien,20CTT1,9,7,8,7.7
73,20120013,Nguyen Le Phuong Trang,20CTT1,6,8,4,7
74,20120014,Pham Thi Kim Thanh,20CTT1,5,8,4,6.7
75,20120015,Pham Thi Bich Van,20CTT1,4,10,10,8.2
76,20120016,Ly Xuan Anh,20CTT1,6,5,4,5.2
77,20120017,Ngo Thi Kim Anh,20CTT1,9,4,8,5.9
78,20120018,Ngo Thi Phuong Anh,20CTT1,4,6,4,5.2
79,20120019,Nguyen Minh Tram Anh,20CTT1,7,6,9,6.6
80,20120020,Pham My Anh,20CTT1,10,10,4,9.4
81,20120021,Tran Thi Minh Anh,20CTT1,10,4,4,5.8
82,20120022,Tran Ngoc Bac,20CTT1,6,6,5,5.9
83,20120023,Vu Van Cang,20CTT1,8,9,7,8.5
84,20120024,Doan Le Bao Chau,20CTT1,10,8,7,8.5
85,20120025,Ha Vinh Kim Chau,20CTT1,6,9,9,8.1
86,20120026,Doan Ngoc Uyen Chi,20CTT1,7,4,5,5
87,20120027,Nguyen Ngoc Phuong Chi,20CTT1,9,8,6,8.1
88,20120028,Phan Huu Chuc,20CTT1,9,5,6,6.3
89,20120029,Nguyen Duy Anh Chuong,20CTT1,9,7,6,7.5
90,20120030,Dang Quoc Cuong,20CTT1,6,9,5,7.7
