STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,20120001,Nguyen Huu Khai Duy,20CTT1,7,5,8,5.9
2,20120002,Dam Huy Giau,20CTT1,6,3,6,4.2
3,20120003,Tang Nhat Hao,20CTT1,6,7,6,6.6
4,20120004,Nguyen Dieu Linh,20CTT1,5,9,7,7.6
5,20120005,Ngo Hong Phi Loan,20CTT1,5,7,3,6
6,20120006,Nguyen Ho Nam,20CTT1,8,7,5,7.1
7,20120007,Phan Nguyen Hoai Nam,20CTT1,10,6,4,7
8,20120008,Bo Khanh Ngoc,20CTT1,7,7,8,7.1
9,20120009,Nguyen Ba Thao Nguyen,20CTT1,3,3,3,3
10,20120010,Nguyen Nhat Yen Phuong,20CTT1,5,9,5,7.4
11,20120011,Tran Nguyen Tan,20CTT1,8,9,8,8.6
12,20120012,Nguyen Hoang Phuc Tien,20CTT1,6,8,9,7.5
13,20120013,Nguyen Le Phuong Trang,20CTT1,7,10,5,8.6
14,20120014,Pham Thi Kim Thanh,20CTT1,8,5,8,6.2
15,20120015,Pham Thi Bich Van,20CTT1,7,8,5,7.4
16,20120016,Ly Xuan Anh,20CTT1,3,5,3,4.2
17,20120017,Ngo Thi Kim Anh,20CTT1,3,7,9,6
18,20120018,Ngo Thi Phuong Anh,20CTT1,5,4,6,4.5
19,20120019,Nguyen Minh Tram Anh,20CTT1,6,10,4,8.2
20,20120020,Pham My Anh,20CTT1,7,10,8,8.9
21,20120021,Tran Thi Minh Anh,20CTT1,10,7,3,7.5
22,20120022,Tran Ngoc Bac,20CTT1,10,7,7,7.9
23,20120023,Vu Van Cang,20CTT1,9,8,8,8.3
24,20120024,Doan Le Bao Chau,20CTT1,8,7,7,7.3
25,20120025,Ha Vinh Kim Chau,20CTT1,5,10,4,7.9
26,20120026,Doan Ngoc Uyen Chi,20CTT1,7,9,3,7.8
27,20120027,Nguyen Ngoc Phuong Chi,20CTT1,4,8,6,6.6
28,20120028,Phan Huu Chuc,20CTT1,7,3,10,4.9
29,20120029,Nguyen Duy Anh Chuong,20CTT1,8,6,4,6.4
30,20120030,Dang Quoc Cuong,20CTT1,10,3,8,5.6
31,20170001,Dinh Hoai Phuc,20HOH1,10,10,4,9.4
32,20170002,Nguyen Hanh Phuc,20HOH1,4,9,10,7.6
33,20170003,Nguyen Kim Phuc,20HOH1,4,5,9,5.1
34,20170004,Nguyen Vuong Hoang Phuc,20HOH1,8,10,9,9.3
35,20170005,Vo Nguyen Huu Phuoc,20HOH1,5,6,8,5.9
