STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,19120057,Dinh Hoai Phuc,19CTT1,4,8,6,6.6
2,19120059,Nguyen Hanh Phuc,19CTT1,4,6,7,5.5
3,19120061,Nguyen Kim Phuc,19CTT1,7,5,6,5.7
4,19120063,Nguyen Vuong Hoang Phuc,19CTT1,8,9,4,8.2
5,19120065,Vo Nguyen Huu Phuoc,19CTT1,9,4,4,5.5
6,19120067,Cao Xuan Hong Phuong,19CTT1,8,5,9,6.3
7,19120069,Dang Thi Hoang Phuong,19CTT1,8,9,4,8.2
8,19120071,Nguyen Hoang Phuong,19CTT1,7,9,9,8.4
9,19120073,Nguyen Nam Phuong,19CTT1,5,5,5,5
10,19120075,Tran Thi Thu Phuong,19CTT1,4,4,6,4.2
11,19120077,Bui Dinh Minh Quan,19CTT1,4,7,6,6
12,19120079,Nguyen Hoang Quan,19CTT1,8,9,4,8.2
13,19120081,Nguyen Minh Quan,19CTT1,6,9,8,8
14,19120083,Tran Quan,19CTT1,6,4,4,4.6
15,19120085,Vo Minh Quan,19CTT1,4,4,6,4.2
16,19120087,Huynh Nhat Quang,19CTT1,7,4,4,4.9
17,19120089,Vo Phan Thi To Quyen,19CTT1,8,5,7,6.1
18,19120091,Ho Thi Nhu Quynh,19CTT1,7,7,6,6.9
19,19120093,Bui Huynh Phuoc Sang,19CTT1,4,6,7,5.5
20,19120095,Tran Ngoc Son,19CTT1,8,4,4,5.2
21,19120097,Tran Thanh Tam,19CTT1,5,6,5,5.6
22,19120099,Nguyen Le Thanh Thang,19CTT1,4,9,6,7.2
23,19120101,Nguyen Tuan Thanh,19CTT1,9,6,4,6.7
24,19120103,Nguyen Ngoc Thanh Thao,19CTT1,9,7,7,7.6
25,19120105,Dang Ngoc Thi,19CTT1,5,6,7,5.8
26,19120107,Ngo Ngoc Linh Thi,19CTT1,8,6,7,6.7
27,19120109,Nguyen Thi Cam Thi,19CTT1,7,9,8,8.3
28,19120111,Tran Duc Thien,19CTT1,9,9,5,8.6
29,19120113,Tran Minh Thien,19CTT1,8,5,4,5.8
30,19120115,Lai Thi Anh Thu,19CTT1,8,5,9,6.3
31,19110001,Nguyen Thi Thu Trang,19TTH1,4,5,4,4.6
32,19110002,Le Tran Thanh Truc,19TTH1,6,8,7,7.3
33,19110003,Bui Trinh Trung,19TTH1,9,6,9,7.2
34,19110004,Tran Anh Tuan,19TTH1,4,7,7,6.1
35,19110005,Ho Ngoc Tuyen,19TTH1,9,6,9,7.2
36,19110006,Nguyen Phuong Uyen,19TTH1,5,7,5,6.2
37,19110007,Nguyen Vo Thao Vy,19TTH1,7,5,5,5.6
38,19110008,Phan Tran Nhat Vy,19TTH1,7,7,7,7
39,19110009,Nguyen Ngoc Xuyen,19TTH1,5,4,6,4.5
40,19110010,Luu Huu Phuoc,19TTH1,9,8,7,8.2
41,19110011,Le Quoc An,19TTH1,6,6,9,6.3
42,19110012,Nguyen Tran Thien An,19TTH1,9,7,5,7.4
43,19110013,Tran Vu Hong An,19TTH1,5,5,4,4.9
44,19110014,Bui Thi Ngoc Anh,19TTH1,7,9,4,7.9
45,19110015,Huynh Ngoc Que Anh,19TTH1,7,5,7,5.8
46,19110016,Nguyen Phuc Tai Anh,19TTH1,8,6,7,6.7
47,19110017,Nguyen Quynh Anh,19TTH1,8,4,4,5.2
48,19110018,Pham Thi Duy Anh,19TTH1,6,4,6,4.8
49,19110019,Pham Thi Phuong Anh,19TTH1,5,5,7,5.2
50,19110020,Pham Thi Trang Anh,19TTH1,6,7,9,6.9
51,19110021,Tran Do Van Anh,19TTH1,5,9,7,7.6
52,19110022,Tran Thi Van Anh,19TTH1,9,5,4,6.1
53,19110023,Vo Tung Anh,19TTH1,9,4,8,5.9
54,19110024,Vu Thi Tu Anh,19TTH1,8,8,7,7.9
55,19110025,Do Thi Ngoc Anh,19TTH1,9,6,7,7
56,19110026,Nguyen Thai Bao,19TTH1,6,9,5,7.7
57,19110027,Tran Duc Hoang Bao,19TTH1,5,5,9,5.4
58,19110028,Le Thi Thanh Binh,19TTH1,6,7,8,6.8
59,19110029,Nguyen Ngoc Thanh Binh,19TTH1,4,9,5,7.1
60,19110030,Pham Nhu Binh,19TTH1,6,9,5,7.7
61,20120061,Nguyen Hoang Gia Linh,20CTT3,9,5,7,6.4
62,20120062,Nguyen Thi Truc Linh,20CTT3,7,8,8,7.7
63,20120063,Tran Quang Linh,20CTT3,8,7,6,7.2
64,20120064,Nguyen Huu Loc,20CTT3,5,9,7,7.6
65,20120065,Nguyen Cam Ly,20CTT3,7,9,6,8.1
66,20120066,Nguyen Quang Minh,20CTT3,8,5,7,6.1
67,20120067,Ta Duong Anh Minh,20CTT3,4,6,8,5.6
68,20120068,Ngo Quynh My,20CTT3,9,9,4,8.5
69,20120069,Nguyen Mai Nhat My,20CTT3,5,5,6,5.1
70,20120070,Tran Thi Truc My,20CTT3,6,6,9,6.3
71,20120071,Dang Hoang Nam,20CTT3,7,9,4,7.9
72,20120072,Ly Kim Ngan,20CTT3,6,8,6,7.2
73,20120073,Nguyen Huynh Kim Ngan,20CTT3,7,4,9,5.4
74,20120074,Tran Vu Kim Ngan,20CTT3,5,7,6,6.3
75,20120075,Luong Ngoc Nghi,20CTT3,8,6,7,6.7
76,20120076,Nguyen Phuong Nghi,20CTT3,6,5,9,5.7
77,20120077,Tran Phuong Nghi,20CTT3,4,6,9,5.7
78,20120078,Truong Tu Nghi,20CTT3,6,7,4,6.4
79,20120079,Tran Le Thanh Ngoc,20CTT3,8,5,9,6.3
80,20120080,Do Ngoc Phuong Nhi,20CTT3,8,8,8,8
81,20120081,Nguyen Ngoc Nhu,20CTT3,5,6,9,6
82,20120082,Tran Quynh Nhu,20CTT3,6,9,7,7.9
83,20120083,Van Cam Nhung,20CTT3,5,8,6,6.9
84,20120084,Ha Hoang Oanh,20CTT3,6,5,6,5.4
85,20120085,Bui Tan Phat,20CTT3,7,7,4,6.7
86,20120086,Nguyen Tan Phat,20CTT3,5,8,6,6.9
87,20120087,Quach Hong Phat,20CTT3,9,6,7,7
88,20120088,Huynh Yen Phi,20CTT3,9,4,6,5.7
89,20120089,Nguyen Dinh Phi,20CTT3,8,5,6,6
90,20120090,Lam Dinh Gia Phu,20CTT3,4,4,6,4.2
91,20170001,Dinh Hoai Phuc,20HOH1,4,7,5,5.9
92,20170002,Nguyen Hanh Phuc,20HOH1,8,7,9,7.5
93,20170003,Nguyen Kim Phuc,20HOH1,9,4,6,5.7
94,20170004,Nguyen Vuong Hoang Phuc,20HOH1,5,9,8,7.7
95,20170005,Vo Nguyen Huu Phuoc,20HOH1,8,7,8,7.4
96,20170006,Cao Xuan Hong Phuong,20HOH1,8,8,6,7.8
97,20170007,Dang Thi Hoang Phuong,20HOH1,9,8,9,8.4
98,20170008,Nguyen Hoang Phuong,20HOH1,4,8,4,6.4
99,20170009,Nguyen Nam Phuong,20HOH1,7,8,4,7.3
100,20170010,Tran Thi Thu Phuong,20HOH1,4,4,4,4
101,20170011,Bui Dinh Minh Quan,20HOH1,6,7,4,6.4
102,20170012,Nguyen Hoang Quan,20HOH1,5,6,4,5.5
103,20170013,Nguyen Minh Quan,20HOH1,7,7,6,6.9
104,20170014,Tran Quan,20HOH1,9,5,7,6.4
105,20170015,Vo Minh Quan,20HOH1,9,9,4,8.5
106,20170016,Huynh Nhat Quang,20HOH1,5,5,5,5
107,20170017,Vo Phan Thi To Quyen,20HOH1,4,5,7,4.9
108,20170018,Ho Thi Nhu Quynh,20HOH1,7,4,4,4.9
109,20170019,Bui Huynh Phuoc Sang,20HOH1,6,4,8,5
110,20170020,Tran Ngoc Son,20HOH1,7,8,4,7.3
111,20170021,Tran Thanh Tam,20HOH1,9,7,7,7.6
112,20170022,Nguyen Le Thanh Thang,20HOH1,7,6,7,6.4
113,20170023,Nguyen Tuan Thanh,20HOH1,9,4,4,5.5
114,20170024,Nguyen Ngoc Thanh Thao,20HOH1,4,7,8,6.2
115,20170025,Dang Ngoc Thi,20HOH1,4,7,7,6.1
116,20170026,Ngo Ngoc Linh Thi,20HOH1,4,6,5,5.3
117,20170027,Nguyen Thi Cam Thi,20HOH1,6,7,7,6.7
118,20170028,Tran Duc Thien,20HOH1,9,9,4,8.5
119,20170029,Tran Minh Thien,20HOH1,8,7,5,7.1
120,20170030,Lai Thi Anh Thu,20HOH1,,,,
