STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,20120031,Nguyen Tien Dat,20CTT2,7,5,5,5.6
2,20120032,Tran Nguyen Thanh Dat,20CTT2,9,7,6,7.5
3,20120033,Tran Nguyen Minh Dong,20CTT2,7,10,4,8.5
4,20120034,Ho Thi Kim Dung,20CTT2,4,4,9,4.5
5,20120035,Le Thi Thuy Duong,20CTT2,9,7,5,7.4
6,20120036,Mai Quoc Duy,20CTT2,6,10,6,8.4
7,20120037,Nguyen Thi Hong Gam,20CTT2,8,10,6,9
8,20120038,Nguyen Quynh Giang,20CTT2,5,4,10,4.9
9,20120039,Nguyen Thi Thu Ha,20CTT2,10,9,10,9.4
10,20120040,Tran My Han,20CTT2,10,4,4,5.8
11,20120041,Le Ngoc Thanh Hien,20CTT2,7,8,6,7.5
12,20120042,Le Viet Hien,20CTT2,5,6,5,5.6
13,20120043,Vo Minh Hieu,20CTT2,5,6,7,5.8
14,20120044,Phan My Hue,20CTT2,7,7,10,7.3
15,20120045,Nguyen Thi Kim Huong,20CTT2,10,4,10,6.4
16,20120046,Nguyen Le Hoang Huy,20CTT2,8,10,6,9
17,20120047,Tang Giac Huy,20CTT2,10,10,10,10
18,20120048,Dao Thi Huyen,20CTT2,7,5,5,5.6
19,20120049,Huynh Tan Thanh Kha,20CTT2,9,7,6,7.5
20,20120050,Tran Van Khai,20CTT2,7,10,4,8.5
21,20120051,Truong Vi Khang,20CTT2,4,4,9,4.5
22,20120052,Dang Dang Khoa,20CTT2,9,7,5,7.4
23,20120053,Nguyen Tran Nhac Khoa,20CTT2,6,10,6,8.4
24,20120054,Ho Le Minh Khue,20CTT2,8,10,6,9
25,20120055,Pham Thi Thuy Kieu,20CTT2,5,4,10,4.9
26,20120056,Pham Tran Thien Kim,20CTT2,10,9,10,9.4
27,20120057,Le Vinh Lam,20CTT2,7,8,5,7.4
28,20120058,Nguy Ngoc Hoang Lan,20CTT2,7,9,8,8.3
29,20120059,Dang Thi Yen Linh,20CTT2,6,7,10,7
30,20120060,Nguyen Doan Nhu Linh,20CTT2,6,4,8,5
31,20120061,Nguyen Hoang Gia Linh,20CTT3,5,5,10,5.5
32,20120062,Nguyen Thi Truc Linh,20CTT3,9,4,10,6.1
33,20120063,Tran Quang Linh,20CTT3,4,6,7,5.5
34,20120064,Nguyen Huu Loc,20CTT3,9,9,4,8.5
35,20120065,Nguyen Cam Ly,20CTT3,10,6,5,7.1
36,20120066,Nguyen Quang Minh,20CTT3,7,7,6,6.9
37,20120067,Ta Duong Anh Minh,20CTT3,6,5,10,5.8
38,20120068,Ngo Quynh My,20CTT3,5,5,4,4.9
39,20120069,Nguyen Mai Nhat My,20CTT3,9,7,8,7.7
40,20120070,Tran Thi Truc My,20CTT3,6,8,4,7
41,20120071,Dang Hoang Nam,20CTT3,5,8,4,6.7
42,20120072,Ly Kim Ngan,20CTT3,4,10,10,8.2
43,20120073,Nguyen Huynh Kim Ngan,20CTT3,6,5,4,5.2
44,20120074,Tran Vu Kim Ngan,20CTT3,9,4,8,5.9
45,20120075,Luong Ngoc Nghi,20CTT3,4,6,4,5.2
46,20120076,Nguyen Phuong Nghi,20CTT3,7,6,9,6.6
47,20120077,Tran Phuong Nghi,20CTT3,10,10,4,9.4
48,20120078,Truong Tu Nghi,20CTT3,10,4,4,5.8
49,20120079,Tran Le Thanh Ngoc,20CTT3,6,6,5,5.9
50,20120080,Do Ngoc Phuong Nhi,20CTT3,8,9,7,8.5
51,20120081,Nguyen Ngoc Nhu,20CTT3,10,8,7,8.5
52,20120082,Tran Quynh Nhu,20CTT3,6,9,9,8.1
53,20120083,Van Cam Nhung,20CTT3,7,4,5,5
54,20120084,Ha Hoang Oanh,20CTT3,9,8,6,8.1
55,20120085,Bui Tan Phat,20CTT3,9,5,6,6.3
56,20120086,Nguyen Tan Phat,20CTT3,9,7,6,7.5
57,20120087,Quach Hong Phat,20CTT3,6,9,5,7.7
58,20120088,Huynh Yen Phi,20CTT3,9,10,10,9.7
59,20120089,Nguyen Dinh Phi,20CTT3,10,8,9,8.7
60,20120090,Lam Dinh Gia Phu,20CTT3,9,8,5,8
61,20170001,Dinh Hoai Phuc,20HOH1,8,7,10,7.6
62,20170002,Nguyen Hanh Phuc,20HOH1,6,4,6,4.8
63,20170003,Nguyen Kim Phuc,20HOH1,4,10,4,7.6
64,20170004,Nguyen Vuong Hoang Phuc,20HOH1,4,4,6,4.2
65,20170005,Vo Nguyen Huu Phuoc,20HOH1,4,7,10,6.4
66,20170006,Cao Xuan Hong Phuong,20HOH1,6,5,4,5.2
67,20170007,Dang Thi Hoang Phuong,20HOH1,7,8,4,7.3
68,20170008,Nguyen Hoang Phuong,20HOH1,5,6,6,5.7
69,20170009,Nguyen Nam Phuong,20HOH1,6,4,4,4.6
70,20170010,Tran Thi Thu Phuong,20HOH1,9,7,8,7.7
71,20170011,Bui Dinh Minh Quan,20HOH1,6,6,7,6.1
72,20170012,Nguyen Hoang Quan,20HOH1,6,6,10,6.4
73,20170013,Nguyen Minh Quan,20HOH1,4,5,7,4.9
74,20170014,Tran Quan,20HOH1,6,4,9,5.1
75,20170015,Vo Minh Quan,20HOH1,10,6,9,7.5
76,20170016,Huynh Nhat Quang,20HOH1,8,4,10,5.8
77,20170017,Vo Phan Thi To Quyen,20HOH1,4,4,10,4.6
78,20170018,Ho Thi Nhu Quynh,20HOH1,9,5,10,6.7
79,20170019,Bui Huynh Phuoc Sang,20HOH1,4,10,6,7.8
80,20170020,Tran Ngoc Son,20HOH1,5,4,5,4.4
81,20170021,Tran Thanh Tam,20HOH1,6,4,7,4.9
82,20170022,Nguyen Le Thanh Thang,20HOH1,7,6,6,6.3
83,20170023,Nguyen Tuan Thanh,20HOH1,7,10,7,8.8
84,20170024,Nguyen Ngoc Thanh Thao,20HOH1,7,6,8,6.5
85,20170025,Dang Ngoc Thi,20HOH1,6,8,6,7.2
86,20170026,Ngo Ngoc Linh Thi,20HOH1,9,8,5,8
87,20170027,Nguyen Thi Cam Thi,20HOH1,5,5,8,5.3
88,20170028,Tran Duc Thien,20HOH1,10,8,4,8.2
89,20170029,Tran Minh Thien,20HOH1,6,8,6,7.2
90,20170030,Lai Thi Anh Thu,20HOH1,10,10,10,10
