ID,Name,Birth,Sex,Idsocial
19120250,Tran Ngoc Anh Thu,27/7/2000,Nam,7790911
19120251,Nguyen Thi Cam Tien,2/6/2000,Nam,1950289
19120252,Tran Thuy Tien,14/3/2000,Nu,1772829
19120253,Tran Que Tram,30/11/2000,Nam,1276710
19120254,Nguyen Thi Tuyet Tran,3/6/2000,Nam,6712140
19120255,Bui Thi Le Trang,22/8/2000,Nu,3025703
19120256,Pham Thi Phuong Trang,11/6/2000,Nam,5564892
19120257,Pham Doan Minh Tri,7/2/2000,Nam,9627640
19120258,Le Pham Minh Triet,21/1/2000,Nu,8370511
19120259,Kieu Phuong Tu,2/3/2000,Nam,9224046
19120260,Dang Hoang Minh Tuan,4/3/2000,Nam,5809439
19120261,Nguyen Quoc Tuan,14/3/2000,Nu,3607677
19120262,Nguyen Ngoc Khanh Tuong,3/8/2000,Nam,8992320
19120263,Thai Thi Huynh Tuyen,7/4/2000,Nam,2750422
19120264,Lam My Uyen,18/5/2000,Nu,2379759
19120265,Ngo Thi Uyen,13/12/2000,Nam,7871205
19120266,Le Khanh Vinh,4/11/2000,Nam,7430609
19120267,Thai Minh Vu,2/1/2000,Nu,9089195
19120268,Doan Trieu Vy,5/12/2000,Nam,5410090
19120269,Huynh Thuy Vy,9/10/2000,Nam,6178796
19120270,Le Yen Vy,19/7/2000,Nu,1052443
19120271,Luong Cam Vy,18/6/2000,Nam,2652547
19120272,Nguyen Pham Tuong Vy,24/6/2000,Nam,7262739
19120273,Nguyen Pham Tuong Vy,2/1/2000,Nu,7510026
19120274,Pham Ngoc Thuy Vy,26/3/2000,Nam,3537269
19120275,Tran Thanh Vy,9/10/2000,Nam,4055975
19120276,Hua Kim Yen,24/8/2000,Nu,7060410
19120277,Nguyen Quynh Anh,25/12/2000,Nam,1169885
19120278,Nguyen Thi Kim Anh,9/9/2000,Nam,3008957
19120279,Mai Duc Canh,17/6/2000,Nu,8503925
19120057,Dinh Hoai Phuc,25/10/2000,Nam,4945850
19120059,Nguyen Hanh Phuc,26/11/2000,Nam,3944792
19120061,Nguyen Kim Phuc,10/12/2000,Nu,2355896
19120063,Nguyen Vuong Hoang Phuc,26/3/2000,Nam,6636008
19120065,Vo Nguyen Huu Phuoc,24/11/2000,Nam,2891017
19120067,Cao Xuan Hong Phuong,3/8/2000,Nu,4765280
19120069,Dang Thi Hoang Phuong,8/12/2000,Nam,4770602
19120071,Nguyen Hoang Phuong,19/5/2000,Nam,6354966
19120073,Nguyen Nam Phuong,29/5/2000,Nu,1479640
19120075,Tran Thi Thu Phuong,4/10/2000,Nam,7280101
19120077,Bui Dinh Minh Quan,9/10/2000,Nam,7043774
19120079,Nguyen Hoang Quan,3/2/2000,Nu,7601726
19120081,Nguyen Minh Quan,18/3/2000,Nam,2013507
19120083,Tran Quan,12/5/2000,Nam,1740123
19120085,Vo Minh Quan,1/7/2000,Nu,9742689
19120087,Huynh Nhat Quang,20/12/2000,Nam,9365492
19120089,Vo Phan Thi To Quyen,13/2/2000,Nam,7602135
19120091,Ho Thi Nhu Quynh,19/8/2000,Nu,3959861
19120093,Bui Huynh Phuoc Sang,2/11/2000,Nam,5450677
19120095,Tran Ngoc Son,28/4/2000,Nam,3762283
19120097,Tran Thanh Tam,17/10/2000,Nu,6254554
19120099,Nguyen Le Thanh Thang,28/10/2000,Nam,6836539
19120101,Nguyen Tuan Thanh,17/11/2000,Nam,8711009
19120103,Nguyen Ngoc Thanh Thao,4/6/2000,Nu,8746546
19120105,Dang Ngoc Thi,17/9/2000,Nam,6758165
19120107,Ngo Ngoc Linh Thi,14/6/2000,Nam,3521718
19120109,Nguyen Thi Cam Thi,6/8/2000,Nu,8094019
19120111,Tran Duc Thien,2/11/2000,Nam,8726478
19120113,Tran Minh Thien,5/7/2000,Nam,8868992
19120115,Lai Thi Anh Thu,6/1/2000,Nu,3141619
