No,ID,Name,Birth,Sex,Idsocial
1,17120001,Thong Qua,9/5/1999,Nam,6426583
2,17120002,Mot Loat,21/12/1999,Nam,3110681
3,17120003,Nhien Cuu,15/5/1999,Nam,2983754
4,17120004,Nhanh cham,23/9/1999,Nam,5212588
5,17120005,Sao Tai,2/1/1999,Nam,9591785
6,17120006,Hoan Toan,7/6/1999,Nu,1729679
7,17120007,Van Toan,24/5/1999,Nu,7104286
8,17120008,Nhu Y,11/4/1999,Nu,7097407
9,17120009,Ngoc Tram,20/5/1999,Nu,1717489
10,17120010,Tram Tinh ,3/7/1999,Nu,4088147
11,17120011,Vo Menh,19/7/1999,Nu,3441601
12,17120012,Song Senh,9/10/1999,Nam,5648215
13,17120013,Khuong Tu,31/5/1999,Nam,4146443
14,17120014,Tu Tran,24/11/1999,Nam,9123548
15,17120015,Cam Cuc,7/2/1999,Nam,1167714
16,17120016,Anh Mong,14/10/1999,Nu,7844680
17,17120017,Tung Trai,25/10/1999,Nam,9025924
18,17120018,Truoc Het,27/2/1999,Nu,7857662
19,17120019,Hoan Lai,7/4/1999,Nu,4715967
20,17120020,Phung Dieu,7/9/1999,Nu,9283573
21,17120021,Khuong Nha,29/4/1999,Nam,1581879
22,17120022,Trai Dang,16/6/1999,Nam,1138989
23,17120023,Thuc TE,27/10/1999,Nam,2530304
24,17120024,Giai Thich,11/2/1999,Nam,7107246
25,17120025, Thu Hut,3/9/1999,Nu,2044155
26,17120026,Nhat Chinh,17/9/1999,Nu,6754959
27,17120027,Dang Duc,14/6/1999,Nu,3159143
28,17120028,Dang Cuc,29/5/1999,Nu,9913182
29,17120029,Thua Thoi,28/3/1999,Nam,6591433
30,17120030,Khoi Thi,23/4/1999,Nu,8670624
