ID,Name,Birth,Sex,Idsocial
18110001,Nguyen Hoang Gia Linh,09/08/2000,Nam,7239651
18110004,Nguyen Thi Truc Linh,12/07/2000,Nam,4339550
18110007,Tran Quang Linh,11/07/2000,Nu,5598758
18110010,Nguyen Huu Loc,23/05/2000,Nam,2587232
18110013,Nguyen Cam Ly,08/02/2000,Nam,5454686
18110016,Nguyen Quang Minh,27/05/2000,Nu,4660416
18110019,Ta Duong Anh Minh,13/11/2000,Nam,2499353
18110022,Ngo Quynh My,11/01/2000,Nam,6928825
18110025,Nguyen Mai Nhat My,02/07/2000,Nu,4935881
18110028,Tran Thi Truc My,21/07/2000,Nam,4886718
18110031,Dang Hoang Nam,14/01/2000,Nam,9063093
18110034,Ly Kim Ngan,07/11/2000,Nu,5148855
18110037,Nguyen Huynh Kim Ngan,15/05/2000,Nam,7525081
18110040,Tran Vu Kim Ngan,18/12/2000,Nam,3364640
18110043,Luong Ngoc Nghi,23/04/2000,Nu,9165601
18110046,Nguyen Phuong Nghi,18/02/2000,Nam,7034521
18110049,Tran Phuong Nghi,28/02/2000,Nam,6376942
18110052,Truong Tu Nghi,02/04/2000,Nu,8107546
18110055,Tran Le Thanh Ngoc,16/07/2000,Nam,9538736
18110058,Do Ngoc Phuong Nhi,08/01/2000,Nam,4704195
18110061,Nguyen Ngoc Nhu,04/08/2000,Nu,9875786
18110064,Tran Quynh Nhu,09/03/2000,Nam,9860002
18110067,Van Cam Nhung,16/10/2000,Nam,1216374
18110070,Ha Hoang Oanh,12/07/2000,Nu,1315471
18110073,Bui Tan Phat,04/01/2000,Nam,7419309
18110076,Nguyen Tan Phat,30/05/2000,Nam,6192477
18110079,Quach Hong Phat,05/02/2000,Nu,2978609
18110082,Huynh Yen Phi,27/04/2000,Nam,7099102
18110085,Nguyen Dinh Phi,09/08/2000,Nam,6292278
18110088,Lam Dinh Gia Phu,07/05/2000,Nu,2141377
20150001,Tran Ngoc Anh Thu,25/06/2002,Nam,7790911
20150002,Nguyen Thi Cam Tien,06/04/2002,Nam,1950289
20150003,Tran Thuy Tien,23/02/2002,Nu,1772829
20150004,Tran Que Tram,25/04/2002,Nam,1276710
20150005,Nguyen Thi Tuyet Tran,29/10/2002,Nam,6712140
20150006,Bui Thi Le Trang,25/08/2002,Nu,3025703
20150007,Pham Thi Phuong Trang,24/01/2002,Nam,5564892
20150008,Pham Doan Minh Tri,06/08/2002,Nam,9627640
20150009,Le Pham Minh Triet,06/11/2002,Nu,8370511
20150010,Kieu Phuong Tu,06/07/2002,Nam,9224046
20150011,Dang Hoang Minh Tuan,07/03/2002,Nam,5809439
20150012,Nguyen Quoc Tuan,06/04/2002,Nu,3607677
20150013,Nguyen Ngoc Khanh Tuong,13/08/2002,Nam,8992320
20150014,Thai Thi Huynh Tuyen,02/12/2002,Nam,2750422
20150015,Lam My Uyen,18/04/2002,Nu,2379759
20150016,Ngo Thi Uyen,27/03/2002,Nam,7871205
20150017,Le Khanh Vinh,07/02/2002,Nam,7430609
20150018,Thai Minh Vu,03/06/2002,Nu,9089195
20150019,Doan Trieu Vy,16/05/2002,Nam,5410090
20150020,Huynh Thuy Vy,30/07/2002,Nam,6178796
20150021,Le Yen Vy,01/12/2002,Nu,1052443
20150022,Luong Cam Vy,25/08/2002,Nam,2652547
20150023,Nguyen Pham Tuong Vy,13/08/2002,Nam,7262739
20150024,Nguyen Pham Tuong Vy,25/02/2002,Nu,7510026
20150025,Pham Ngoc Thuy Vy,21/04/2002,Nam,3537269
20150026,Tran Thanh Vy,02/07/2002,Nam,4055975
20150027,Hua Kim Yen,01/08/2002,Nu,7060410
20150028,Nguyen Quynh Anh,01/05/2002,Nam,1169885
20150029,Nguyen Thi Kim Anh,01/09/2002,Nam,3008957
20150030,Mai Duc Canh,01/03/2002,Nu,8503925
